,RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
774,775.5,685.5,Colegio de México,Mexico,Americas,S,SP,VH,A,14.9,584,2.5,601,100.0,1,1.7,701,8.5,701.0,16.4,596.0,9.6,701.0,3.2,701,1.0,701.0,42.056250000000006
775,775.5,665.5,Holy Spirit University of Kaslik ,Lebanon,Asia,M,FO,HI,B,6.7,601,6.4,601,62.3,226,2.1,701,98.9,108.0,37.8,372.0,6.5,701.0,5.7,701,1.1,701.0,42.056250000000006
776,775.5,715.5,Universidad del Rosario,Colombia,Americas,M,FC,HI,B,15.8,558,28.5,335,24.2,607,2.5,701,7.2,701.0,2.7,701.0,31.8,701.0,41.1,312,24.5,492.0,42.056250000000006
777,775.5,975.5,Université de Tunis El Manar,Tunisia,Africa,L,FC,VH,A,9.4,601,4.3,601,26.0,573,5.1,701,39.5,421.0,7.8,701.0,82.1,288.0,54.1,230,16.3,570.0,42.056250000000006
778,775.5,715.5,"University of Maryland, Baltimore County",United States,Americas,L,FC,HI,A,10.2,601,6.8,601,14.1,701,13.5,659,49.8,367.0,25.8,469.0,45.0,701.0,4.5,701,57.7,276.0,42.056250000000006
779,775.5,825.5,University of Pecs,Hungary,Europe,L,FC,HI,A,14.3,601,11.9,601,41.4,377,2.8,701,9.3,701.0,64.3,233.0,40.3,701.0,4.0,701,11.3,636.0,42.056250000000006
780,775.5,825.5,Verona University,Italy,Europe,L,FO,VH,A,9.1,601,2.7,601,4.1,701,41.6,333,4.5,701.0,4.2,701.0,71.0,468.0,3.1,701,22.5,510.0,42.056250000000006
781,785.5,825.5,Babes-Bolyai University,Romania,Europe,XL,CO,VH,A,15.5,569,19.5,463,5.3,701,4.4,701,7.8,701.0,3.8,701.0,80.1,321.0,26.7,445,42.7,354.0,42.056250000000006
782,785.5,755.5,Kasetsart University,Thailand,Asia,XL,CO,VH,A,25.2,350,18.6,475,6.5,701,2.5,701,4.3,701.0,1.3,701.0,51.9,701.0,18.5,593,33.9,415.0,42.056250000000006
784,785.5,925.5,Qassim University,Saudi Arabia,Asia,XL,FC,HI,A,10.6,601,5.0,601,33.9,465,1.8,701,98.3,117.0,7.9,701.0,68.3,511.0,2.4,701,9.3,683.0,42.056250000000006
785,785.5,825.5,Texas Tech University,United States,Americas,XL,FC,HI,A,10.9,601,10.6,601,6.2,701,11.3,701,36.6,436.0,9.6,701.0,70.5,478.0,13.7,701,55.4,285.0,42.056250000000006
786,785.5,645.5,The New School,United States,Americas,M,FO,VH,B,15.2,580,8.2,601,41.1,381,2.6,701,5.7,701.0,92.3,106.0,19.6,701.0,13.5,701,1.0,701.0,42.056250000000006
787,785.5,765.5,Universidad de Belgrano,Argentina,Americas,M,CO,LO,B,9.4,601,12.7,601,86.6,100,1.0,701,5.4,701.0,24.1,490.0,2.5,701.0,37.4,343,25.072377622377623,529.6944055944056,42.056250000000006
788,785.5,825.5,Universidade Federal de Santa Catarina ,Brazil,Americas,XL,FC,VH,A,19.3,465,4.8,601,19.2,693,8.5,701,4.1,701.0,2.2,701.0,62.1,604.0,17.3,614,52.1,305.0,42.056250000000006
789,785.5,825.5,University of Latvia,Latvia,Europe,L,FC,HI,A,11.5,601,16.7,515,5.9,701,5.3,701,12.1,701.0,5.1,701.0,71.5,460.0,90.4,75,9.8,672.0,42.056250000000006
790,785.5,695.5,University of Mons ,Belgium,Europe,M,CO,VH,A,7.1,601,7.0,601,3.4,701,37.3,369,35.0,458.0,33.7,400.0,43.7,701.0,6.1,701,1.6,701.0,42.056250000000006
792,795.5,735.5,Alfaisal University,Saudi Arabia,Asia,S,FO,VH,B,4.8,601,3.0,601,21.6,644,10.6,701,100.0,30.0,89.0,128.0,19.1,701.0,4.4,701,1.1,701.0,42.056250000000006
793,795.5,825.5,Ivane Javakhishvili Tbilisi State University,Georgia,Asia,L,FO,HI,A,10.4,601,1.2,601,73.9,173,1.2,701,1.9,701.0,3.2,701.0,22.7,701.0,88.4,86,1.0,701.0,42.056250000000006
794,795.5,785.5,Keele University ,United Kingdom,Europe,M,FC,VH,A,6.0,601,4.4,601,14.4,701,26.2,484,51.6,359.0,30.7,423.0,62.9,586.0,6.9,701,3.1,701.0,42.056250000000006
795,795.5,645.5,New Jersey Institute of Technology (NJIT),United States,Americas,M,FO,VH,A,4.8,601,6.7,601,10.2,701,30.4,433,31.5,487.0,52.9,278.0,29.1,701.0,5.1,701,26.5,476.0,42.056250000000006
796,795.5,775.5,Sechenov University,Russia,Europe,L,SP,VH,A,5.3,601,5.0,601,57.4,256,4.3,701,9.0,701.0,63.0,241.0,83.6,272.0,1.9,701,1.0,701.0,42.056250000000006
797,795.5,705.5,Universidad de Antioquia,Colombia,Americas,XL,FC,HI,A,29.1,303,20.8,440,4.1,701,4.3,701,3.7,701.0,1.2,701.0,48.1,701.0,20.4,556,2.9,701.0,42.056250000000006
798,795.5,685.5,University of Kentucky,United States,Americas,L,FC,VH,A,11.1,601,9.8,601,15.3,701,23.5,516,12.9,701.0,3.3,701.0,75.4,400.0,13.9,695,10.1,661.0,42.056250000000006
799,795.5,635.5,University of New Mexico,United States,Americas,L,FC,VH,A,10.5,601,8.0,601,43.5,360,14.9,637,8.2,701.0,4.0,701.0,73.1,436.0,7.3,701,11.0,644.0,42.056250000000006
800,795.5,875.5,Vellore Institute of Technology (VIT),India,Asia,XL,CO,VH,B,12.7,601,16.1,527,7.3,701,18.9,570,8.9,701.0,2.9,701.0,76.9,379.0,6.1,701,29.6,447.0,42.056250000000006
801,795.5,755.5,Wayne State University,United States,Americas,L,FC,VH,A,7.6,601,3.4,601,62.1,229,10.6,701,13.3,700.0,5.4,701.0,73.6,425.0,19.4,572,3.1,701.0,42.056250000000006
802,825.5,825.5,Al-Ahliyya Amman University,Jordan,Asia,M,FO,VH,B,9.6,601,10.1,601,9.4,701,2.7,701,75.5,260.0,100.0,28.0,16.9,701.0,4.6,701,1.5,701.0,42.056250000000006
803,825.5,925.5,Alexandria University ,Egypt,Africa,XL,FC,VH,A,23.1,385,18.3,482,4.5,701,2.0,701,1.7,701.0,4.8,701.0,76.4,386.0,24.3,467,6.9,701.0,42.056250000000006
804,825.5,925.5,Ankara Üniversitesi,Turkey,Asia,XL,FC,HI,A,20.2,439,16.8,511,7.8,701,2.6,701,2.3,701.0,4.6,701.0,70.6,477.0,53.5,234,2.9,701.0,42.056250000000006
805,825.5,925.5,Asia University Taiwan,Taiwan,Asia,M,FO,VH,C,5.9,601,1.8,601,3.6,701,52.5,247,9.9,701.0,3.2,701.0,57.1,661.0,2.0,701,1.7,701.0,42.056250000000006
806,825.5,825.5,Beijing University of Technology,China (Mainland),Asia,L,CO,VH,A,7.7,601,4.9,601,38.2,417,33.1,399,4.7,701.0,1.8,701.0,31.9,701.0,4.2,701,1.6,701.0,42.056250000000006
807,825.5,825.5,Belarusian National Technical University (BNTU),Belarus,Europe,L,SP,MD,A,14.8,588,26.7,359,51.0,302,1.0,701,2.1,701.0,34.1,398.0,5.1,701.0,5.6,701,25.072377622377623,529.6944055944056,42.056250000000006
808,825.5,975.5,"Birla Institute of Technology and Science, Pilani",India,Asia,L,CO,VH,B,11.0,601,19.7,459,8.0,701,20.4,552,2.2,701.0,2.5,701.0,37.6,701.0,25.4,461,30.4,442.0,42.056250000000006
809,825.5,825.5,Edinburgh Napier University,United Kingdom,Europe,L,CO,HI,A,5.0,601,5.0,601,4.0,701,11.8,698,77.5,248.0,86.0,146.0,60.1,633.0,4.9,701,2.2,701.0,42.056250000000006
810,825.5,875.5,Gdansk University of Technology,Poland,Europe,L,FO,VH,A,9.4,601,15.2,553,29.6,527,12.7,676,5.3,701.0,4.0,701.0,65.8,546.0,3.2,701,33.3,418.0,42.056250000000006
811,825.5,875.5,Huazhong Agricultural University,China (Mainland),Asia,XL,CO,VH,A,4.2,601,2.1,601,6.0,701,59.7,204,3.7,701.0,1.6,701.0,31.6,701.0,3.0,701,2.9,701.0,42.056250000000006
812,825.5,825.5,Immanuel Kant Baltic Federal University,Russia,Europe,M,CO,VH,A,7.6,601,2.5,601,79.4,142,1.8,701,21.8,572.0,40.2,353.0,35.2,701.0,1.9,701,1.2,701.0,42.056250000000006
813,825.5,745.5,Instituto Politécnico Nacional (IPN),Mexico,Americas,XL,FO,VH,A,19.1,471,28.8,328,9.1,701,2.0,701,2.2,701.0,1.1,701.0,46.0,701.0,6.8,701,35.7,398.0,42.056250000000006
814,825.5,825.5,Jouf University,Saudi Arabia,Asia,L,FC,HI,A,11.7,601,5.1,601,37.1,433,2.3,701,100.0,32.0,2.6,701.0,43.5,701.0,2.4,701,1.0,701.0,42.056250000000006
815,825.5,785.5,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,Asia,M,FC,MD,A,16.7,537,27.9,343,44.6,347,1.2,701,7.1,701.0,16.3,599.0,3.2,701.0,7.7,701,1.5,701.0,42.056250000000006
816,825.5,875.5,Kuwait University,Kuwait,Asia,L,FC,HI,A,14.7,593,7.9,601,6.8,701,2.9,701,20.4,591.0,19.4,558.0,39.3,701.0,93.8,58,17.1,562.0,42.056250000000006
817,825.5,755.5,Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,A,10.0,601,6.8,601,8.0,701,12.3,683,46.7,384.0,22.4,513.0,87.7,201.0,5.4,701,13.6,604.0,42.056250000000006
818,825.5,875.5,London South Bank University,United Kingdom,Europe,L,CO,HI,A,3.3,601,2.9,601,9.1,701,4.4,701,87.1,211.0,96.8,81.0,47.6,701.0,8.5,701,15.4,585.0,42.056250000000006
819,825.5,825.5,Maynooth University,Ireland,Europe,M,FO,VH,A,10.4,601,7.7,601,9.2,701,12.7,673,87.4,207.0,16.7,591.0,48.5,701.0,9.2,701,6.4,701.0,42.056250000000006
820,825.5,735.5,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,Europe,L,CO,VH,A,16.2,549,31.8,297,37.4,429,1.5,701,1.0,701.0,2.0,701.0,20.4,701.0,21.3,539,4.3,701.0,42.056250000000006
821,825.5,925.5,Ocean University of China,China (Mainland),Asia,L,FC,VH,A,5.4,601,2.7,601,9.4,701,50.5,258,3.2,701.0,1.9,701.0,51.1,701.0,3.0,701,4.0,701.0,42.056250000000006
822,825.5,765.5,Philipps-Universität Marburg ,Germany,Europe,L,FC,HI,A,12.7,601,8.8,601,5.2,701,25.0,498,14.9,666.0,20.7,529.0,61.6,607.0,4.8,701,5.1,701.0,42.056250000000006
823,825.5,685.5,Pontificia Universidad Católica de Valparaíso,Chile,Americas,L,CO,VH,B,27.0,325,24.4,395,4.7,701,6.6,701,11.3,701.0,1.6,701.0,39.9,701.0,8.7,701,1.6,701.0,42.056250000000006
824,825.5,775.5,Rutgers University–Newark,United States,Americas,M,CO,VH,A,10.1,601,4.9,601,17.5,701,17.6,587,25.3,529.0,32.7,408.0,27.9,701.0,36.9,346,29.3,451.0,42.056250000000006
825,825.5,785.5,Syracuse University,United States,Americas,L,CO,VH,B,12.9,601,8.7,601,11.6,701,10.6,701,5.8,701.0,39.3,357.0,55.5,684.0,42.7,301,11.6,629.0,42.056250000000006
826,825.5,785.5,The Catholic University of Korea ,South Korea,Asia,M,FC,VH,B,4.5,601,2.9,601,98.6,42,14.1,652,3.8,701.0,22.5,511.0,10.5,701.0,1.9,701,6.5,701.0,42.056250000000006
827,825.5,875.5,Toronto Metropolitan University,Canada,Americas,XL,CO,VH,A,8.0,601,12.0,601,1.8,701,26.4,481,35.4,453.0,8.1,701.0,57.0,662.0,15.1,660,3.8,701.0,42.056250000000006
828,825.5,875.5,TU Dortmund University,Germany,Europe,L,CO,VH,A,14.1,601,16.0,532,28.1,548,6.2,701,22.4,564.0,17.1,584.0,61.1,616.0,6.8,701,3.7,701.0,42.056250000000006
829,825.5,775.5,Universidad Anáhuac México,Mexico,Americas,L,CO,MD,B,13.1,601,20.4,446,50.0,308,1.1,701,5.3,701.0,3.0,701.0,5.8,701.0,61.8,194,1.0,701.0,42.056250000000006
830,825.5,695.5,Universidad Iberoamericana IBERO,Mexico,Americas,M,FC,MD,B,18.5,487,24.3,398,32.3,488,1.3,701,5.4,701.0,2.2,701.0,5.2,701.0,63.6,185,1.1,701.0,42.056250000000006
831,825.5,825.5,Universidad San Francisco de Quito (USFQ),Ecuador,Americas,M,FC,HI,B,16.0,554,8.6,601,40.1,390,2.4,701,53.1,352.0,1.9,701.0,24.9,701.0,13.2,701,21.5,518.0,42.056250000000006
832,825.5,665.5,Università degli Studi di Perugia,Italy,Europe,L,FC,VH,A,9.1,601,2.3,601,3.5,701,40.9,341,6.4,701.0,5.4,701.0,65.9,542.0,1.7,701,11.5,632.0,42.056250000000006
833,825.5,825.5,Universitas Brawijaya ,Indonesia,Asia,XL,FC,HI,A,19.2,469,42.4,219,11.5,701,1.4,701,13.7,692.0,1.4,701.0,19.6,701.0,13.1,701,9.0,690.0,42.056250000000006
834,825.5,775.5,Universität Duisburg-Essen,Germany,Europe,XL,FC,VH,A,11.3,601,4.2,601,13.2,701,11.2,701,35.0,457.0,39.4,355.0,81.4,298.0,12.2,701,5.9,701.0,42.056250000000006
835,825.5,765.5,Universität Rostock,Germany,Europe,L,FC,HI,A,7.3,601,2.9,601,84.4,110,5.2,701,30.62604242867593,530.4498902706657,13.2,657.0,68.8,501.0,4.4,701,3.4,701.0,42.056250000000006
836,825.5,725.5,Université de Lorraine,France,Europe,XL,FO,VH,A,13.6,601,3.3,601,7.0,701,12.9,668,27.6,512.0,27.4,453.0,95.9,59.0,14.8,669,11.8,623.0,42.056250000000006
837,825.5,825.5,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Asia,L,FC,HI,B,14.0,601,30.9,304,12.4,701,5.8,701,12.7,701.0,4.9,701.0,45.5,701.0,3.8,701,26.5,476.0,42.056250000000006
838,825.5,785.5,University of Alaska Fairbanks,United States,Americas,S,CO,VH,A,2.7,601,2.0,601,98.8,41,12.9,670,4.8,701.0,3.0,701.0,42.6,701.0,4.2,701,2.5,701.0,42.056250000000006
839,825.5,825.5,University of Alicante,Spain,Europe,L,FC,VH,A,13.5,601,6.7,601,25.3,588,7.7,701,7.3,701.0,12.8,662.0,71.7,454.0,7.6,701,31.3,435.0,42.056250000000006
840,825.5,975.5,University of Baghdad,Iraq,Asia,XL,FC,VH,A,11.0,601,16.9,509,24.6,598,1.5,701,2.4,701.0,1.1,701.0,63.5,580.0,72.7,148,3.1,701.0,42.056250000000006
841,825.5,745.5,University of Bari,Italy,Europe,L,FO,VH,A,12.4,601,3.0,601,4.6,701,25.0,497,4.9,701.0,2.0,701.0,81.6,292.0,7.7,701,25.7,483.0,42.056250000000006
842,825.5,775.5,University of Brighton,United Kingdom,Europe,L,FO,VH,A,7.9,601,6.1,601,8.5,701,14.9,639,54.8,340.0,51.1,288.0,72.5,446.0,6.1,701,6.5,701.0,42.056250000000006
843,825.5,875.5,University of Bucharest,Romania,Europe,XL,FO,VH,A,15.2,577,19.5,462,7.1,701,4.2,701,2.6,701.0,2.0,701.0,69.1,498.0,53.4,235,25.7,483.0,42.056250000000006
844,825.5,825.5,University of Hyderabad,India,Asia,M,FC,VH,A,13.2,601,3.0,601,14.5,701,41.5,335,1.9,701.0,2.0,701.0,27.0,701.0,3.1,701,1.2,701.0,42.056250000000006
845,825.5,725.5,University of Oregon,United States,Americas,L,CO,VH,A,18.3,496,9.4,601,9.4,701,18.5,573,7.6,701.0,3.6,701.0,53.4,701.0,23.3,485,16.1,577.0,42.056250000000006
846,825.5,925.5,University of Petroleum and Energy Studies (UPES),India,Asia,M,FO,VH,C,21.8,405,6.1,601,39.5,391,3.4,701,18.2,622.0,1.2,701.0,56.9,666.0,1.9,701,1.0,701.0,42.056250000000006
847,825.5,825.5,University of Salerno,Italy,Europe,L,FC,VH,A,8.6,601,2.4,601,5.6,701,37.1,370,3.3,701.0,1.6,701.0,87.4,205.0,4.0,701,19.2,545.0,42.056250000000006
849,825.5,755.5,University of Ulsan ,South Korea,Asia,M,FC,VH,B,5.0,601,2.3,601,60.0,241,33.6,392,2.0,701.0,2.4,701.0,28.8,701.0,3.8,701,5.6,701.0,42.056250000000006
850,825.5,875.5,Wuhan University of Technology,China (Mainland),Asia,XL,FO,VH,A,6.9,601,2.5,601,11.5,701,47.0,290,30.62604242867593,530.4498902706657,2.5,701.0,51.0,701.0,5.8,701,1.5,701.0,42.056250000000006
851,875.5,925.5,AGH University of Science and Technology,Poland,Europe,L,CO,VH,A,9.6,601,13.9,587,41.5,376,6.5,701,2.9,701.0,5.3,701.0,75.6,395.0,3.2,701,1.7,701.0,42.056250000000006
852,875.5,1100.5,Al-Quds University,"Palestinian Territory, Occupied",Asia,M,FC,MD,A,5.8,601,14.6,568,12.7,701,1.7,701,61.5,318.0,66.8,222.0,30.6,701.0,23.5,482,3.0,701.0,42.056250000000006
854,875.5,825.5,Charles Sturt University ,Australia,Oceania,L,CO,VH,A,5.1,601,5.4,601,8.2,701,8.1,701,45.4,395.0,47.9,303.0,53.4,701.0,7.4,701,41.7,357.0,42.056250000000006
855,875.5,875.5,Chonnam National University,South Korea,Asia,L,FC,VH,A,9.3,601,4.7,601,45.4,341,12.4,682,9.0,701.0,7.3,701.0,28.5,701.0,4.7,701,44.3,348.0,42.056250000000006
856,875.5,875.5,Chungnam National University,South Korea,Asia,L,FC,VH,A,8.8,601,7.8,601,46.3,334,10.7,701,7.2,701.0,9.2,701.0,32.7,701.0,5.0,701,25.7,483.0,42.056250000000006
857,875.5,795.5,Clarkson University,United States,Americas,S,CO,VH,B,1.3,601,1.9,601,13.5,701,41.8,329,48.5,374.0,15.0,623.0,30.6,701.0,7.9,701,1.2,701.0,42.056250000000006
858,875.5,875.5,CY Cergy Paris University,France,Europe,M,FO,VH,A,3.7,601,2.5,601,49.5,317,5.0,701,47.2,378.0,45.9,320.0,46.0,701.0,1.5,701,1.4,701.0,42.056250000000006
859,875.5,925.5,Donghua University,China (Mainland),Asia,L,FO,VH,A,3.8,601,1.6,601,25.5,582,47.3,286,2.2,701.0,3.1,701.0,31.1,701.0,3.7,701,1.1,701.0,42.056250000000006
860,875.5,875.5,Georgia State University,United States,Americas,L,CO,VH,A,11.3,601,14.2,580,4.3,701,22.4,526,4.8,701.0,10.4,701.0,62.3,600.0,18.2,599,7.2,701.0,42.056250000000006
861,875.5,875.5,Gulf University for Science and Technology,Kuwait,Asia,S,FO,HI,C,14.6,597,9.3,601,11.2,701,4.8,701,100.0,18.0,27.7,448.0,9.3,701.0,11.0,701,1.1,701.0,42.056250000000006
862,875.5,975.5,Jamia Millia Islamia,India,Asia,M,CO,VH,A,9.3,601,3.1,601,33.6,470,26.0,486,3.2,701.0,5.2,701.0,43.0,701.0,1.9,701,1.6,701.0,42.056250000000006
863,875.5,875.5,Kansas State University ,United States,Americas,L,CO,VH,A,8.2,601,6.7,601,10.3,701,22.1,531,10.1,701.0,4.6,701.0,74.9,411.0,13.5,701,10.2,660.0,42.056250000000006
864,875.5,825.5,Karaganda State Technical University,Kazakhstan,Asia,M,FO,HI,A,9.7,601,7.7,601,84.6,109,1.1,701,10.0,701.0,18.8,572.0,2.4,701.0,5.8,701,1.2,701.0,42.056250000000006
866,875.5,925.5,Mendel University in Brno,Czech Republic,Europe,M,FO,VH,A,6.2,601,6.5,601,55.1,276,4.1,701,11.2,701.0,32.1,413.0,59.1,643.0,3.8,701,1.2,701.0,42.056250000000006
867,875.5,825.5,Nagasaki University,Japan,Asia,M,FO,VH,A,6.9,601,2.3,601,81.0,127,6.3,701,5.8,701.0,4.7,701.0,49.2,701.0,3.0,701,2.1,701.0,42.056250000000006
868,875.5,975.5,Northwest Agriculture and Forestry University,China (Mainland),Asia,XL,CO,VH,A,4.5,601,1.4,601,28.5,544,36.8,371,30.62604242867593,530.4498902706657,1.4,701.0,58.8,645.0,3.0,701,1.6,701.0,42.056250000000006
869,875.5,825.5,North-West University,South Africa,Africa,XL,CO,VH,A,7.4,601,11.0,601,4.9,701,14.9,638,6.6,701.0,2.0,701.0,92.9,122.0,16.7,619,28.4,456.0,42.056250000000006
870,875.5,925.5,Okayama University,Japan,Asia,L,FC,VH,A,8.9,601,3.7,601,61.3,233,7.7,701,6.1,701.0,6.3,701.0,52.5,701.0,2.9,701,14.5,600.0,42.056250000000006
871,875.5,875.5,Oklahoma State University ,United States,Americas,L,FC,HI,A,8.3,601,8.1,601,9.2,701,13.3,663,49.9,366.0,6.1,701.0,66.8,526.0,17.3,610,9.4,680.0,42.056250000000006
872,875.5,875.5,Pavol Jozef Šafárik University in Košice,Slovakia,Europe,M,FC,HI,A,4.7,601,5.1,601,59.7,244,3.0,701,5.1,701.0,65.3,228.0,41.7,701.0,4.6,701,1.0,701.0,42.056250000000006
873,875.5,825.5,Poznan University of Life Sciences,Poland,Europe,M,FO,VH,A,5.6,601,2.2,601,94.3,67,6.4,701,1.9,701.0,7.9,701.0,31.0,701.0,3.3,701,1.1,701.0,42.056250000000006
874,875.5,975.5,Shahid Beheshti University (SBU),"Iran, Islamic Republic of",Asia,L,FO,VH,A,7.9,601,7.3,601,4.1,701,33.3,397,1.6,701.0,1.6,701.0,64.7,563.0,19.0,582,1.5,701.0,42.056250000000006
875,875.5,745.5,Swarthmore College,United States,Americas,S,CO,HI,B,3.4,601,2.4,601,88.8,91,11.7,699,8.7,701.0,21.6,520.0,12.3,701.0,15.2,652,1.0,701.0,42.056250000000006
876,875.5,875.5,Technological University Dublin,Ireland,Europe,L,CO,HI,A,12.6,601,13.1,601,12.3,701,3.1,701,31.8,485.0,38.8,362.0,43.9,701.0,16.2,631,28.2,461.0,42.056250000000006
877,875.5,975.5,Thapar Institute of Engineering & Technology,India,Asia,M,FO,VH,A,4.7,601,4.4,601,8.8,701,46.1,300,5.2,701.0,1.8,701.0,31.1,701.0,3.1,701,11.8,623.0,42.056250000000006
878,875.5,825.5,Tokyo University of Agriculture and Technology ,Japan,Asia,M,SP,VH,A,13.8,601,7.4,601,12.9,701,30.5,430,5.4,701.0,7.1,701.0,40.4,701.0,1.9,701,1.3,701.0,42.056250000000006
880,875.5,775.5,Universidad ORT Uruguay,Uruguay,Americas,S,FO,HI,B,11.2,601,12.4,601,79.0,145,1.1,701,15.8,655.0,1.9,701.0,3.4,701.0,5.7,701,1.0,701.0,42.056250000000006
881,875.5,875.5,Universita' degli Studi di Ferrara,Italy,Europe,L,FC,HI,A,6.7,601,2.6,601,2.6,701,34.6,386,2.9,701.0,3.6,701.0,70.0,487.0,4.1,701,27.3,468.0,42.056250000000006
882,875.5,775.5,Université de Nantes,France,Europe,XL,CO,VH,A,10.4,601,3.4,601,7.8,701,21.4,540,19.8,601.0,15.1,619.0,87.3,211.0,2.8,701,7.5,701.0,42.056250000000006
883,875.5,825.5,Université de Sherbrooke,Canada,Americas,L,FC,HI,A,6.8,601,4.2,601,18.8,701,16.9,604,54.7,341.0,7.6,701.0,43.0,701.0,23.4,483,8.0,701.0,42.056250000000006
884,875.5,755.5,Université du Québec,Canada,Americas,XL,FC,HI,A,15.3,574,7.6,601,1.8,701,10.9,701,32.9,479.0,11.0,699.0,62.6,593.0,21.6,530,9.9,667.0,42.056250000000006
885,875.5,775.5,University at Albany SUNY,United States,Americas,L,CO,VH,A,8.1,601,4.5,601,5.4,701,33.9,391,3.9,701.0,7.2,701.0,66.0,540.0,4.2,701,13.2,606.0,42.056250000000006
886,875.5,825.5,University Duesseldorf,Germany,Europe,XL,FC,VH,A,12.3,601,8.5,601,44.3,350,7.2,701,30.62604242867593,530.4498902706657,14.1,639.0,66.2,536.0,3.8,701,2.2,701.0,42.056250000000006
887,875.5,825.5,University of Dubai,United Arab Emirates,Asia,S,SP,LO,B,5.2,601,4.2,601,10.6,701,11.0,701,100.0,1.0,72.0,204.0,8.2,701.0,10.2,701,1.0,701.0,42.056250000000006
888,875.5,975.5,UNIVERSITY OF GDANSK,Poland,Europe,L,CO,VH,A,12.0,601,6.2,601,34.9,454,3.9,701,4.8,701.0,2.4,701.0,70.6,476.0,14.1,687,25.7,483.0,42.056250000000006
889,875.5,975.5,University of Ghana,Ghana,Africa,XL,FC,HI,A,11.5,601,7.6,601,1.9,701,5.3,701,4.5,701.0,1.7,701.0,72.8,443.0,95.4,51,7.6,701.0,42.056250000000006
890,875.5,875.5,University of Hertfordshire,United Kingdom,Europe,L,CO,HI,A,4.4,601,3.7,601,5.9,701,5.2,701,62.0,316.0,100.0,34.0,58.8,647.0,10.1,701,2.1,701.0,42.056250000000006
891,875.5,875.5,University of Lincoln,United Kingdom,Europe,L,CO,HI,A,5.9,601,4.7,601,7.9,701,9.9,701,74.0,271.0,47.2,311.0,58.5,650.0,4.8,701,10.1,661.0,42.056250000000006
892,875.5,1100.5,University of Mississippi,United States,Americas,L,CO,VH,A,4.2,601,2.0,601,83.0,118,5.5,701,6.1,701.0,2.9,701.0,58.0,655.0,3.6,701,1.7,701.0,42.056250000000006
893,875.5,875.5,University of Palermo,Italy,Europe,L,CO,VH,A,11.1,601,2.3,601,4.4,701,32.2,408,2.4,701.0,1.9,701.0,81.6,293.0,4.5,701,5.7,701.0,42.056250000000006
894,875.5,825.5,University of Santo Tomas,Philippines,Asia,XL,FC,MD,B,12.8,601,39.9,237,12.5,701,1.3,701,34.9,459.0,5.8,701.0,18.1,701.0,14.1,690,2.4,701.0,42.056250000000006
895,875.5,875.5,University of South Africa,South Africa,Africa,XL,CO,VH,A,10.6,601,7.2,601,1.1,701,7.3,701,30.62604242867593,530.4498902706657,7.3,701.0,91.0,156.0,92.8,65,3.1,701.0,42.056250000000006
896,875.5,925.5,University of Wroclaw,Poland,Europe,L,CO,VH,A,14.9,587,12.6,601,32.1,492,3.9,701,5.0,701.0,8.4,701.0,54.3,701.0,12.0,701,9.3,683.0,42.056250000000006
897,875.5,975.5,"Vietnam National University, Hanoi ",Vietnam,Asia,XL,CO,HI,A,15.3,575,18.7,472,7.6,701,2.4,701,5.5,701.0,1.2,701.0,61.0,620.0,60.1,202,6.4,701.0,42.056250000000006
898,875.5,825.5,Vilnius Gediminas Technical University,Lithuania,Europe,M,SP,VH,A,8.7,601,13.8,589,37.7,424,7.8,701,14.7,669.0,32.9,406.0,41.4,701.0,6.9,701,2.0,701.0,42.056250000000006
899,875.5,765.5,Virginia Commonwealth University,United States,Americas,L,FC,VH,A,7.1,601,8.5,601,38.8,405,12.8,672,9.7,701.0,3.2,701.0,73.5,428.0,8.2,701,8.5,696.0,42.056250000000006
900,875.5,975.5,Yildiz Technical University,Turkey,Asia,L,CO,VH,A,9.7,601,24.7,386,4.2,701,12.2,684,9.1,701.0,18.5,574.0,38.9,701.0,19.9,566,35.1,403.0,42.056250000000006
901,925.5,825.5,Australian Catholic University,Australia,Oceania,L,CO,HI,A,8.2,601,8.9,601,5.1,701,12.1,688,71.0,279.0,41.7,340.0,33.9,701.0,1.7,701,2.7,701.0,42.056250000000006
902,925.5,925.5,Beijing Jiaotong University,China (Mainland),Asia,L,CO,VH,A,9.7,601,5.4,601,15.2,701,31.8,414,4.7,701.0,9.6,701.0,29.1,701.0,9.6,701,1.2,701.0,42.056250000000006
903,925.5,875.5,Beijing University of Posts and Telecommunications,China (Mainland),Asia,L,FO,VH,A,3.2,601,2.6,601,10.2,701,49.3,271,4.7,701.0,1.7,701.0,18.7,701.0,13.5,701,1.4,701.0,42.056250000000006
