,RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
1329,1300.5,1100.5,Universidad Industrial de Santander - UIS,Colombia,Americas,L,FC,MD,A,9.7,601,14.8,564,4.6,701,2.1,701,4.1,701.0,1.4,701.0,12.4,701.0,9.0,701,1.3,701.0,42.056250000000006
1330,1300.5,1100.5,Universidad La Salle (ULSA),Mexico,Americas,M,FC,MD,C,4.5,601,15.0,559,22.3,630,1.1,701,2.2,701.0,1.6,701.0,1.0,701.0,4.8,701,1.0,701.0,42.056250000000006
1332,1300.5,1300.5,Universidad Mayor de San Andrés (UMSA),Bolivia,Americas,XL,FC,LO,A,6.3,601,2.8,601,1.2,701,1.6,701,6.4,701.0,1.0,701.0,15.1,701.0,49.6,257,1.0,701.0,42.056250000000006
1333,1300.5,1100.5,Universidad Metropolitana,Venezuela,Americas,M,CO,LO,B,7.6,601,15.1,555,4.4,701,1.1,701,4.4,701.0,1.6,701.0,1.1,701.0,25.9,456,25.072377622377623,529.6944055944056,42.056250000000006
1334,1300.5,1300.5,Universidad Nacional Agraria la Molina,Peru,Americas,M,FO,HI,A,7.0,601,6.4,601,12.4,701,1.6,701,1.3,701.0,1.7,701.0,9.4,701.0,6.7,701,1.5,701.0,42.056250000000006
1335,1300.5,1401.0,Universidad Nacional Autónoma de Honduras (UNAH),Honduras,Americas,XL,FC,LO,A,5.1,601,4.0,601,3.3,701,1.0,701,1.8,701.0,25.733759772565744,531.8550106609808,18.5,701.0,61.8,195,1.0,701.0,42.056250000000006
1337,1300.5,1300.5,Universidad Nacional de Mar del Plata,Argentina,Americas,L,CO,HI,A,8.6,601,2.8,601,4.9,701,3.5,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,28.5,701.0,1.2,701,1.2,701.0,42.056250000000006
1338,1300.5,1300.5,Universidad Nacional de Río Cuarto - UNRC,Argentina,Americas,L,CO,MD,A,4.1,601,1.6,601,33.2,477,1.4,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,10.7,701.0,1.3,701,1.0,701.0,42.056250000000006
1339,1300.5,1300.5,Universidad Nacional de San Martín (UNSAM),Argentina,Americas,L,CO,HI,A,11.3,601,2.7,601,6.2,701,2.2,701,1.6,701.0,3.7,701.0,24.5,701.0,1.2,701,1.1,701.0,42.056250000000006
1340,1300.5,1300.5,Universidad Nacional del Litoral,Argentina,Americas,XL,CO,HI,A,12.7,601,5.7,601,2.2,701,2.5,701,5.0,701.0,1.2,701.0,24.5,701.0,3.7,701,5.1,701.0,42.056250000000006
1341,1300.5,1401.0,Universidad Nacional del Sur,Argentina,Americas,L,FC,HI,A,6.7,601,2.0,601,17.8,701,1.7,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,27.2,701.0,2.9,701,1.2,701.0,42.056250000000006
1342,1300.5,1100.5,"Universidad Nacional, Costa Rica",Costa Rica,Americas,L,CO,MD,A,10.2,601,10.5,601,12.1,701,1.5,701,9.7,701.0,2.3,701.0,17.2,701.0,4.7,701,1.0,701.0,42.056250000000006
1343,1300.5,1100.5,Universidad Peruana de Ciencias Aplicadas,Peru,Americas,XL,FO,HI,B,11.3,601,22.6,415,3.0,701,1.1,701,13.6,693.0,1.5,701.0,8.0,701.0,3.9,701,1.1,701.0,42.056250000000006
1344,1300.5,1300.5,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,A,9.5,601,5.1,601,17.4,701,2.5,701,3.5,701.0,1.2,701.0,35.7,701.0,18.2,598,1.3,701.0,42.056250000000006
1345,1300.5,1300.5,Universidade Federal da Bahia,Brazil,Americas,XL,FC,HI,A,9.0,601,2.7,601,8.5,701,3.1,701,5.1,701.0,1.4,701.0,48.8,701.0,12.4,701,2.5,701.0,42.056250000000006
1346,1300.5,1300.5,Universidade Federal de Juiz de Fora- (UFJF),Brazil,Americas,L,CO,VH,A,3.8,601,2.0,601,30.3,517,2.8,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,35.2,701.0,1.3,701,1.0,701.0,42.056250000000006
1347,1300.5,1300.5,Universidade Federal de Pelotas ,Brazil,Americas,L,CO,VH,A,4.7,601,1.3,601,26.0,571,4.7,701,30.62604242867593,530.4498902706657,1.3,701.0,21.7,701.0,1.3,701,1.3,701.0,42.056250000000006
1348,1300.5,1300.5,Universidade Federal de Santa Maria,Brazil,Americas,L,FC,HI,A,6.4,601,1.5,601,17.5,701,5.2,701,2.5,701.0,1.4,701.0,37.9,701.0,6.3,701,11.5,632.0,42.056250000000006
1349,1300.5,1300.5,Universidade Federal de Viçosa (UFV),Brazil,Americas,L,FC,HI,A,5.1,601,2.4,601,10.9,701,7.8,701,2.4,701.0,1.9,701.0,20.2,701.0,3.8,701,1.3,701.0,42.056250000000006
1350,1300.5,1300.5,Universidade Federal do Ceará (UFC),Brazil,Americas,XL,FC,HI,A,7.4,601,2.8,601,6.3,701,5.3,701,1.3,701.0,1.2,701.0,43.4,701.0,3.7,701,2.0,701.0,42.056250000000006
1351,1300.5,1401.0,Universidade Federal do Rio Grande Do Norte,Brazil,Americas,XL,FC,HI,A,5.2,601,1.2,601,9.5,701,3.4,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,45.0,701.0,1.3,701,1.4,701.0,42.056250000000006
1352,1300.5,1300.5,Universidade Presbiteriana Mackenzie,Brazil,Americas,M,CO,HI,B,3.5,601,8.7,601,12.3,701,2.1,701,2.4,701.0,1.1,701.0,12.5,701.0,48.3,265,1.0,701.0,42.056250000000006
1353,1300.5,1300.5,Università degli studi di Bergamo,Italy,Europe,L,FO,VH,A,5.7,601,2.4,601,1.9,701,6.5,701,4.3,701.0,6.7,701.0,27.8,701.0,4.3,701,1.2,701.0,42.056250000000006
1354,1300.5,1300.5,Universitas Islam Indonesia,Indonesia,Asia,L,CO,HI,B,11.2,601,4.9,601,2.0,701,1.8,701,2.2,701.0,1.2,701.0,10.7,701.0,3.9,701,1.3,701.0,42.056250000000006
1355,1300.5,1300.5,Universitas Muhammadiyah Yogyakarta,Indonesia,Asia,L,FO,HI,B,6.6,601,2.8,601,3.2,701,1.4,701,57.9,331.0,1.9,701.0,7.9,701.0,2.3,701,1.2,701.0,42.056250000000006
1356,1300.5,1300.5,Universitas Pendidikan Indonesia,Indonesia,Asia,XL,FO,VH,A,10.9,601,4.1,601,12.0,701,1.4,701,13.2,701.0,1.6,701.0,13.1,701.0,2.3,701,3.3,701.0,42.056250000000006
1357,1300.5,1300.5,Universitas Sumatera Utara,Indonesia,Asia,XL,FC,HI,A,8.8,601,8.0,601,24.9,595,1.3,701,12.6,701.0,2.5,701.0,18.3,701.0,5.5,701,4.6,701.0,42.056250000000006
1358,1300.5,1300.5,Universitatea de Vest din Timisoara / West University of Timisoara,Romania,Europe,L,FO,HI,A,9.2,601,9.7,601,4.7,701,2.8,701,1.6,701.0,6.7,701.0,27.5,701.0,23.5,481,2.7,701.0,42.056250000000006
1360,1300.5,1300.5,Université Jean Moulin Lyon 3,France,Europe,L,SP,VH,A,8.8,601,5.2,601,1.8,701,2.3,701,18.7,615.0,30.2,427.0,8.5,701.0,4.4,701,1.0,701.0,42.056250000000006
1361,1300.5,1100.5,Universiti Kuala Lumpur (UniKL),Malaysia,Asia,L,FC,HI,C,6.0,601,5.3,601,32.7,483,2.2,701,7.4,701.0,3.9,701.0,17.3,701.0,3.9,701,1.0,701.0,42.056250000000006
1362,1300.5,1100.5,Universiti Malaysia Perlis,Malaysia,Asia,M,FO,VH,A,7.8,601,5.1,601,19.2,694,6.7,701,1.8,701.0,3.5,701.0,31.1,701.0,3.9,701,2.8,701.0,42.056250000000006
1363,1300.5,1300.5,Universiti Teknikal Malaysia Melaka,Malaysia,Asia,M,SP,VH,A,6.3,601,5.7,601,10.6,701,5.8,701,3.9,701.0,4.8,701.0,18.9,701.0,3.9,701,2.5,701.0,42.056250000000006
1364,1300.5,1300.5,University of Babylon,Iraq,Asia,L,FC,HI,A,4.6,601,9.8,601,14.5,701,2.0,701,1.1,701.0,1.0,701.0,29.9,701.0,4.3,701,1.2,701.0,42.056250000000006
1365,1300.5,1300.5,University of Basrah,Iraq,Asia,XL,FC,HI,A,5.5,601,9.3,601,18.4,701,1.4,701,1.3,701.0,1.1,701.0,33.7,701.0,10.0,701,1.0,701.0,42.056250000000006
1366,1300.5,1300.5,University of Bialystok,Poland,Europe,M,FO,VH,A,5.4,601,2.7,601,24.0,609,2.6,701,30.62604242867593,530.4498902706657,4.7,701.0,28.6,701.0,3.1,701,1.0,701.0,42.056250000000006
1367,1300.5,1300.5,University of International Business and Economics,China (Mainland),Asia,L,FO,HI,A,3.7,601,2.3,601,9.7,701,3.0,701,7.0,701.0,30.3,425.0,5.3,701.0,14.0,692,1.1,701.0,42.056250000000006
1368,1300.5,1401.0,University of Kragujevac,Serbia,Europe,L,FO,VH,A,3.9,601,3.0,601,8.5,701,3.7,701,1.0,701.0,1.1,701.0,44.1,701.0,9.3,701,1.0,701.0,42.056250000000006
1369,1300.5,1300.5,University of Kufa,Iraq,Asia,L,FC,HI,A,4.4,601,12.8,601,29.0,535,1.4,701,4.4,701.0,1.1,701.0,16.4,701.0,4.2,701,1.0,701.0,42.056250000000006
1370,1300.5,1300.5,University of Memphis,United States,Americas,L,CO,VH,A,3.1,601,2.5,601,12.1,701,8.0,701,2.2,701.0,8.3,701.0,39.4,701.0,7.6,701,2.1,701.0,42.056250000000006
1371,1300.5,1300.5,University of Miskolc ,Hungary,Europe,M,FO,VH,B,6.6,601,5.7,601,18.6,701,2.4,701,3.1,701.0,3.8,701.0,19.2,701.0,13.0,701,1.0,701.0,42.056250000000006
1372,1300.5,1300.5,University of Missouri Saint Louis,United States,Americas,M,SP,VH,A,4.2,601,4.2,601,12.3,701,10.5,701,3.4,701.0,3.1,701.0,9.8,701.0,7.7,701,1.0,701.0,42.056250000000006
1373,1300.5,1300.5,University of Niš,Serbia,Europe,L,FC,HI,A,5.0,601,5.5,601,12.5,701,2.4,701,30.62604242867593,530.4498902706657,5.7,701.0,49.0,701.0,4.0,701,1.0,701.0,42.056250000000006
1374,1300.5,1300.5,University of North Carolina at Greensboro,United States,Americas,L,CO,HI,A,2.6,601,2.4,601,8.9,701,10.1,701,5.9,701.0,3.4,701.0,50.7,701.0,1.5,701,1.6,701.0,42.056250000000006
1375,1300.5,1300.5,University of Ostrava,Czech Republic,Europe,M,FC,HI,A,6.3,601,1.1,601,15.6,701,3.6,701,27.7,509.0,16.6,592.0,27.0,701.0,2.9,701,1.0,701.0,42.056250000000006
1376,1300.5,1300.5,University of Pannonia,Hungary,Europe,S,FO,VH,A,4.2,601,4.0,601,22.0,637,8.5,701,3.3,701.0,8.3,701.0,44.7,701.0,4.0,701,1.0,701.0,42.056250000000006
1377,1300.5,1100.5,University of Pardubice,Czech Republic,Europe,M,FO,VH,A,4.5,601,2.3,601,44.5,348,3.1,701,9.7,701.0,8.8,701.0,18.7,701.0,1.7,701,1.0,701.0,42.056250000000006
1378,1300.5,1300.5,University of Peradeniya ,Sri Lanka,Asia,L,CO,HI,A,9.0,601,11.6,601,12.0,701,2.0,701,1.0,701.0,1.3,701.0,22.7,701.0,10.9,701,5.8,701.0,42.056250000000006
1379,1300.5,1100.5,University of Primorska,Slovenia,Europe,M,CO,HI,A,3.7,601,2.5,601,8.9,701,4.1,701,25.0,534.0,26.4,459.0,46.3,701.0,4.2,701,1.0,701.0,42.056250000000006
1380,1300.5,1300.5,University of Rijeka,Croatia,Europe,L,CO,HI,A,6.1,601,4.3,601,13.8,701,4.3,701,2.5,701.0,1.8,701.0,45.8,701.0,12.0,701,2.9,701.0,42.056250000000006
1381,1300.5,1300.5,University of Rzeszów,Poland,Europe,L,FC,HI,A,5.2,601,1.8,601,15.1,701,2.7,701,30.62604242867593,530.4498902706657,1.7,701.0,28.3,701.0,3.0,701,1.0,701.0,42.056250000000006
1382,1300.5,1300.5,University of San Diego,United States,Americas,M,CO,HI,B,6.2,601,7.0,601,25.5,581,2.7,701,3.1,701.0,6.8,701.0,5.5,701.0,12.2,701,1.0,701.0,42.056250000000006
1383,1300.5,1100.5,University of San Francisco,United States,Americas,M,CO,HI,B,5.9,601,4.4,601,18.7,701,3.6,701,2.3,701.0,20.2,534.0,6.0,701.0,29.5,422,1.2,701.0,42.056250000000006
1384,1300.5,1300.5,University of Silesia in Katowice,Poland,Europe,L,CO,VH,A,5.4,601,4.2,601,20.3,664,3.1,701,3.5,701.0,3.9,701.0,52.5,701.0,7.4,701,2.4,701.0,42.056250000000006
1385,1300.5,1300.5,University of South Alabama (USA),United States,Americas,M,CO,VH,A,4.7,601,5.9,601,19.0,700,6.1,701,30.62604242867593,530.4498902706657,2.1,701.0,13.6,701.0,2.3,701,1.2,701.0,42.056250000000006
1386,1300.5,1300.5,University of Split,Croatia,Europe,L,FC,HI,A,6.3,601,4.0,601,5.0,701,4.2,701,1.4,701.0,2.0,701.0,47.5,701.0,12.3,701,4.5,701.0,42.056250000000006
1388,1300.5,1300.5,University of the Pacific,United States,Americas,M,CO,HI,B,2.2,601,3.5,601,31.9,495,3.0,701,3.2,701.0,12.0,680.0,7.6,701.0,8.1,701,1.0,701.0,42.056250000000006
1389,1300.5,1100.5,University of Tyumen,Russia,Europe,M,FO,VH,A,3.6,601,2.1,601,37.1,432,1.6,701,4.5,701.0,13.8,645.0,27.0,701.0,4.5,701,1.3,701.0,42.056250000000006
1390,1300.5,1300.5,University of West Bohemia ,Czech Republic,Europe,M,FO,VH,A,5.6,601,2.1,601,10.9,701,3.8,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,37.2,701.0,5.2,701,1.0,701.0,42.056250000000006
1391,1300.5,1100.5,University of Wisconsin Milwaukee ,United States,Americas,L,FO,VH,A,7.6,601,2.4,601,9.7,701,9.8,701,5.7,701.0,5.1,701.0,39.5,701.0,6.8,701,4.5,701.0,42.056250000000006
1392,1300.5,1300.5,University POLITEHNICA of Bucharest,Romania,Europe,L,FO,VH,A,5.2,601,12.7,601,3.4,701,6.9,701,1.4,701.0,2.6,701.0,61.8,605.0,3.9,701,1.0,701.0,42.056250000000006
1394,1300.5,1300.5,Voronezh State University,Russia,Europe,L,CO,HI,A,5.4,601,2.7,601,21.8,641,1.3,701,3.0,701.0,21.4,523.0,12.1,701.0,3.0,701,1.0,701.0,42.056250000000006
1395,1300.5,1100.5,Western Michigan University,United States,Americas,L,FC,HI,A,4.9,601,4.9,601,10.0,701,5.8,701,21.4,580.0,10.6,701.0,33.3,701.0,16.5,625,1.6,701.0,42.056250000000006
1396,1300.5,1100.5,Yamaguchi University ,Japan,Asia,M,FC,HI,A,3.9,601,1.8,601,41.8,370,4.2,701,6.7,701.0,2.5,701.0,18.7,701.0,1.8,701,1.0,701.0,42.056250000000006
1397,1300.5,1300.5,Yogyakarta State University,Indonesia,Asia,L,FO,VH,A,11.7,601,3.3,601,8.7,701,1.4,701,13.5,695.0,1.7,701.0,8.6,701.0,2.3,701,1.0,701.0,42.056250000000006
1398,1300.5,1300.5,Youngsan University,South Korea,Asia,M,FO,MD,C,4.0,601,10.0,601,19.3,689,1.3,701,2.5,701.0,9.9,701.0,2.0,701.0,1.9,701,1.0,701.0,42.056250000000006
1399,1300.5,1300.5,Yuan Ze University,Taiwan,Asia,M,FO,VH,C,5.5,601,5.6,601,8.7,701,9.0,701,12.2,701.0,11.7,686.0,12.4,701.0,2.0,701,2.4,701.0,42.056250000000006
1400,1300.5,1300.5,Zagazig University,Egypt,Africa,XL,FC,HI,A,7.7,601,4.9,601,3.0,701,2.6,701,1.1,701.0,2.5,701.0,67.7,513.0,3.7,701,5.3,701.0,42.056250000000006
1401,1401.0,1300.5, Don State Technical University,Russia,Europe,L,CO,VH,A,3.5,601,3.5,601,12.8,701,1.4,701,1.6,701.0,14.9,626.0,11.4,701.0,1.9,701,1.0,701.0,42.056250000000006
1402,1401.0,1401.0,Akdeniz Üniversitesi,Turkey,Asia,XL,FO,VH,A,5.7,601,4.8,601,3.5,701,3.0,701,1.2,701.0,1.1,701.0,33.7,701.0,2.0,701,1.0,701.0,42.056250000000006
1403,1401.0,1300.5,California Polytechnic State University,United States,Americas,L,CO,HI,A,3.6,601,9.1,601,6.7,701,3.0,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,25.5,701.0,8.7,701,1.3,701.0,42.056250000000006
1404,1401.0,1401.0,California State University - Los Angeles,United States,Americas,L,CO,HI,A,5.2,601,3.3,601,3.8,701,2.9,701,3.6,701.0,2.3,701.0,14.9,701.0,5.5,701,1.0,701.0,42.056250000000006
1405,1401.0,1300.5,"California State University, Long Beach",United States,Americas,XL,CO,HI,A,3.7,601,4.1,601,4.8,701,2.9,701,2.6,701.0,3.4,701.0,16.4,701.0,1.7,701,1.0,701.0,42.056250000000006
1406,1401.0,1300.5,Católica de Córdoba,Argentina,Americas,M,FC,MD,B,5.3,601,2.6,601,17.1,701,1.1,701,3.6,701.0,3.6,701.0,2.3,701.0,4.6,701,1.0,701.0,42.056250000000006
1407,1401.0,1300.5,East West University,Bangladesh,Asia,L,FO,MD,B,6.8,601,12.8,601,2.8,701,2.4,701,1.4,701.0,1.0,701.0,7.4,701.0,3.9,701,1.1,701.0,42.056250000000006
1408,1401.0,1300.5,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia,Americas,M,CO,MD,C,5.2,601,3.3,601,10.2,701,1.7,701,3.2,701.0,1.2,701.0,5.9,701.0,12.1,701,1.0,701.0,42.056250000000006
1409,1401.0,1401.0,Humboldt State University,United States,Americas,M,CO,HI,A,3.0,601,2.5,601,9.7,701,3.7,701,2.9,701.0,1.2,701.0,9.9,701.0,3.1,701,1.0,701.0,42.056250000000006
1412,1401.0,1300.5,Indiana State University,United States,Americas,M,CO,HI,A,6.2,601,4.4,601,8.5,701,3.0,701,1.7,701.0,2.2,701.0,4.2,701.0,6.8,701,1.0,701.0,42.056250000000006
1413,1401.0,1401.0,International University of Business Agriculture and Technology,Bangladesh,Asia,M,FO,HI,B,6.6,601,4.1,601,2.6,701,2.3,701,1.4,701.0,1.3,701.0,8.6,701.0,3.8,701,1.0,701.0,42.056250000000006
1414,1401.0,1401.0,Irkutsk State University,Russia,Europe,L,CO,HI,A,3.3,601,1.8,601,14.1,701,1.3,701,1.9,701.0,3.8,701.0,26.4,701.0,5.2,701,1.2,701.0,42.056250000000006
1415,1401.0,1300.5,Korkyt Ata Kyzylorda University,Kazakhstan,Asia,M,FO,MD,A,7.0,601,7.9,601,5.7,701,1.0,701,3.4,701.0,1.2,701.0,1.0,701.0,3.3,701,1.1,701.0,42.056250000000006
1416,1401.0,1300.5,Kwansei Gakuin University,Japan,Asia,L,CO,HI,B,4.1,601,5.1,601,5.0,701,2.4,701,21.9,570.0,3.4,701.0,13.0,701.0,7.7,701,1.0,701.0,42.056250000000006
1417,1401.0,1300.5,Lucian Blaga University of Sibiu,Romania,Europe,L,FC,MD,A,3.6,601,3.2,601,8.5,701,1.9,701,13.9,687.0,2.9,701.0,17.0,701.0,4.1,701,1.2,701.0,42.056250000000006
1418,1401.0,1300.5,M.Kh. Dulaty Taraz Regional University,Kazakhstan,Asia,L,CO,MD,A,7.6,601,2.7,601,12.0,701,1.0,701,1.1,701.0,6.7,701.0,2.6,701.0,3.1,701,1.1,701.0,42.056250000000006
1419,1401.0,1401.0,MIREA - Russian Technological University,Russia,Europe,L,FO,VH,A,5.5,601,7.0,601,6.6,701,1.4,701,1.3,701.0,3.3,701.0,9.5,701.0,5.2,701,1.0,701.0,42.056250000000006
1420,1401.0,1401.0,Moscow City University,Russia,Europe,L,FO,HI,A,7.1,601,1.9,601,10.7,701,1.1,701,2.7,701.0,3.3,701.0,2.5,701.0,1.9,701,1.0,701.0,42.056250000000006
1421,1401.0,1300.5,Naresuan University,Thailand,Asia,L,FC,MD,A,6.6,601,2.8,601,6.6,701,1.9,701,7.3,701.0,1.2,701.0,10.1,701.0,2.5,701,1.7,701.0,42.056250000000006
1422,1401.0,1300.5,National University of Life and Environmental Sciences of Ukraine,Ukraine,Europe,L,FO,VH,A,5.8,601,3.9,601,15.8,701,1.4,701,1.2,701.0,1.2,701.0,20.0,701.0,3.7,701,1.0,701.0,42.056250000000006
1425,1401.0,1401.0,Pontifícia Universidade Católica de Minas Gerais – PUC Minas,Brazil,Americas,XL,FO,HI,B,4.9,601,4.6,601,1.9,701,1.5,701,1.9,701.0,1.1,701.0,8.3,701.0,9.4,701,1.0,701.0,42.056250000000006
1426,1401.0,1401.0,Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil,Americas,M,CO,MD,C,4.2,601,3.8,601,7.0,701,2.0,701,1.8,701.0,1.2,701.0,2.3,701.0,1.9,701,1.0,701.0,42.056250000000006
1427,1401.0,1401.0,Pontifícia Universidade Católica do Paraná,Brazil,Americas,M,FC,HI,B,4.1,601,2.9,601,7.6,701,3.9,701,1.8,701.0,1.3,701.0,28.9,701.0,3.9,701,1.4,701.0,42.056250000000006
1428,1401.0,1300.5,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,Europe,L,FO,HI,A,7.0,601,4.1,601,6.4,701,1.3,701,1.9,701.0,4.4,701.0,9.0,701.0,5.6,701,1.2,701.0,42.056250000000006
1429,1401.0,1300.5,Russian State University for the Humanities ,Russia,Europe,M,FO,VH,A,5.1,601,2.6,601,14.2,701,1.2,701,1.8,701.0,4.0,701.0,7.5,701.0,3.3,701,1.0,701.0,42.056250000000006
1430,1401.0,1401.0,Sakarya University,Turkey,Asia,XL,FC,HI,A,4.6,601,3.1,601,3.1,701,3.3,701,1.4,701.0,11.3,691.0,27.6,701.0,1.9,701,2.7,701.0,42.056250000000006
1431,1401.0,1300.5,Shanghai Normal University,China (Mainland),Asia,XL,CO,HI,A,5.0,601,1.6,601,10.9,701,4.3,701,4.5,701.0,1.6,701.0,26.5,701.0,1.5,701,1.3,701.0,42.056250000000006
1432,1401.0,1300.5,Shibaura Institute of Technology,Japan,Asia,M,FO,VH,B,4.5,601,2.5,601,3.1,701,5.1,701,13.0,701.0,8.7,701.0,14.5,701.0,1.8,701,1.0,701.0,42.056250000000006
1433,1401.0,1300.5,Silpakorn University,Thailand,Asia,L,CO,HI,A,6.3,601,5.4,601,4.4,701,2.8,701,4.3,701.0,1.2,701.0,24.7,701.0,2.5,701,1.0,701.0,42.056250000000006
1434,1401.0,1401.0,Soochow University (Taiwan),Taiwan,Asia,L,FO,HI,C,4.7,601,5.3,601,4.1,701,1.8,701,3.8,701.0,2.9,701.0,3.4,701.0,3.2,701,1.8,701.0,42.056250000000006
1435,1401.0,1300.5,Soongsil University,South Korea,Asia,L,CO,HI,C,3.5,601,6.0,601,8.3,701,4.5,701,5.2,701.0,11.2,693.0,14.9,701.0,2.8,701,1.0,701.0,42.056250000000006
1437,1401.0,1401.0,State University of Malang,Indonesia,Asia,L,FO,VH,A,6.3,601,2.5,601,8.7,701,1.7,701,13.7,690.0,1.3,701.0,11.5,701.0,5.4,701,1.1,701.0,42.056250000000006
1438,1401.0,1300.5,Stefan cel Mare University of Suceava,Romania,Europe,M,CO,HI,A,3.8,601,2.4,601,4.5,701,4.2,701,2.3,701.0,25.5,472.0,19.3,701.0,4.1,701,1.9,701.0,42.056250000000006
1439,1401.0,1401.0,"The University of Notre Dame, Australia",Australia,Oceania,M,FO,VH,B,3.0,601,3.7,601,3.5,701,7.2,701,21.4,579.0,2.2,701.0,10.6,701.0,1.7,701,1.0,701.0,42.056250000000006
1440,1401.0,1401.0,Udayana University,Indonesia,Asia,XL,FC,MD,A,6.4,601,4.7,601,5.7,701,1.4,701,7.4,701.0,3.4,701.0,12.3,701.0,3.7,701,1.0,701.0,42.056250000000006
1441,1401.0,1300.5,United International University,Bangladesh,Asia,M,CO,MD,C,6.3,601,8.7,601,3.0,701,2.5,701,30.62604242867593,530.4498902706657,1.1,701.0,8.8,701.0,3.9,701,1.0,701.0,42.056250000000006
1442,1401.0,1300.5,Universidad Alberto Hurtado,Chile,Americas,M,CO,HI,B,8.6,601,4.2,601,3.1,701,2.8,701,12.7,701.0,1.7,701.0,8.2,701.0,2.2,701,1.0,701.0,42.056250000000006
1443,1401.0,1300.5,Universidad Autónoma de Aguascalientes,Mexico,Americas,L,FC,MD,A,3.1,601,1.6,601,32.5,485,1.2,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,10.8,701.0,1.6,701,1.0,701.0,42.056250000000006
1444,1401.0,1300.5,Universidad Autónoma de Baja California,Mexico,Americas,XL,CO,HI,A,6.6,601,4.4,601,4.4,701,1.5,701,2.6,701.0,1.1,701.0,12.5,701.0,2.1,701,7.5,701.0,42.056250000000006
1445,1401.0,1401.0,Universidad Autónoma de Chile,Chile,Americas,XL,FO,HI,B,5.3,601,2.0,601,4.2,701,3.1,701,12.4,701.0,1.4,701.0,32.6,701.0,2.1,701,2.8,701.0,42.056250000000006
1446,1401.0,1401.0,Universidad Autónoma de Querétaro (UAQ),Mexico,Americas,L,FC,MD,A,4.4,601,2.4,601,6.0,701,2.1,701,3.8,701.0,1.5,701.0,7.3,701.0,2.0,701,1.0,701.0,42.056250000000006
1447,1401.0,1401.0,Universidad Autónoma de San Luis de Potosí,Mexico,Americas,XL,FC,MD,A,5.9,601,1.8,601,5.4,701,2.4,701,1.6,701.0,1.3,701.0,21.4,701.0,1.6,701,1.1,701.0,42.056250000000006
1448,1401.0,1401.0,Universidad Autonoma de Yucatan,Mexico,Americas,L,CO,HI,A,5.5,601,1.5,601,4.9,701,2.4,701,2.2,701.0,1.1,701.0,10.1,701.0,1.6,701,1.0,701.0,42.056250000000006
1449,1401.0,1401.0,Universidad Autónoma del Estado de Morelos (UAEM),Mexico,Americas,L,FC,MD,A,3.5,601,1.8,601,15.5,701,1.6,701,2.6,701.0,1.2,701.0,17.4,701.0,1.9,701,1.0,701.0,42.056250000000006
1450,1401.0,1300.5,Universidad Bernardo O'Higgins,Chile,Americas,M,FO,VH,B,4.6,601,4.3,601,9.9,701,2.0,701,13.3,701.0,2.1,701.0,13.1,701.0,2.2,701,1.0,701.0,42.056250000000006
1451,1401.0,1401.0,"Universidad Católica Boliviana ""San Pablo""",Bolivia,Americas,L,FO,MD,B,3.9,601,2.9,601,4.2,701,1.1,701,2.3,701.0,2.7,701.0,7.7,701.0,26.2,452,1.0,701.0,42.056250000000006
1452,1401.0,1401.0,Universidad Católica de Colombia ,Colombia,Americas,M,FO,HI,B,6.1,601,3.2,601,5.1,701,1.6,701,3.3,701.0,1.1,701.0,5.0,701.0,2.3,701,1.0,701.0,42.056250000000006
1453,1401.0,1401.0,Universidad Católica de La Santísima Concepción - UCSC,Chile,Americas,M,FC,HI,B,3.4,601,2.1,601,8.2,701,2.8,701,5.2,701.0,1.1,701.0,28.3,701.0,2.0,701,1.2,701.0,42.056250000000006
1454,1401.0,1401.0,Universidad Católica de Santiago de Guayaquil,Ecuador,Americas,L,FO,MD,B,4.5,601,3.4,601,1.3,701,1.5,701,16.7,641.0,1.2,701.0,10.3,701.0,16.6,622,1.0,701.0,42.056250000000006
